time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-02 22:00:00,missing_5,24.61,21.0,3.6099999999999994
2024-09-02 22:10:00,missing_5,24.61,21.0,3.6099999999999994
2024-09-02 22:20:00,missing_5,24.61,21.1,3.509999999999998
2024-09-02 22:30:00,missing_5,24.61,21.2,3.41
2024-09-02 22:40:00,missing_5,24.61,21.3,3.3099999999999987
2024-09-02 22:50:00,missing_5,24.61,21.525,3.085000000000001
2024-09-02 23:00:00,missing_5,24.61,21.75,2.8599999999999994
2024-09-02 23:10:00,missing_5,24.61,21.9,2.710000000000001
2024-09-02 23:20:00,missing_5,24.61,22.05,2.5599999999999987
2024-09-02 23:30:00,missing_5,24.61,22.15,2.460000000000001
2024-09-02 23:40:00,missing_5,24.61,22.1,2.509999999999998
2024-09-02 23:50:00,missing_5,24.61,22.15,2.460000000000001
2024-09-03 00:00:00,missing_5,24.61,22.2,2.41
2024-09-03 00:10:00,missing_5,24.61,22.15,2.460000000000001
2024-09-03 00:20:00,missing_5,24.61,22.025,2.585000000000001
2024-09-03 00:30:00,missing_5,24.61,21.9,2.710000000000001
2024-09-03 00:40:00,missing_5,24.61,21.75,2.8599999999999994
2024-09-03 00:50:00,missing_5,24.61,21.6,3.009999999999998
2024-09-03 01:00:00,missing_5,24.61,21.5,3.1099999999999994
2024-09-03 01:10:00,missing_5,24.61,21.5,3.1099999999999994
2024-09-03 01:20:00,missing_5,24.61,21.4,3.210000000000001
2024-09-03 01:30:00,missing_5,24.61,21.35,3.259999999999998
2024-09-03 01:40:00,missing_5,24.61,21.2,3.41
2024-09-03 01:50:00,missing_5,24.61,21.0,3.6099999999999994
2024-09-03 02:00:00,missing_5,24.61,21.15,3.460000000000001
2024-09-03 02:10:00,missing_5,24.61,21.1,3.509999999999998
2024-09-03 02:20:00,missing_5,24.61,21.15,3.460000000000001
2024-09-03 02:30:00,missing_5,24.61,21.15,3.460000000000001
2024-09-03 02:40:00,missing_5,24.61,21.2,3.41
