time,compartment/mass.plant,compartment/leaf_temperature,compartment/air_temperature,compartment/humidity_deficit,compartment/co2_concentration,compartment/par,substrate_relative_permittivity_mean,substrate_bulk_ec_mean,substrate_temperature_mean,energy/energy_use.heating,energy/electricity_use.lighting,energy/co2_dosage,compartment/screen_energy/screen_position,compartment/screen_blackout/screen_position,compartment/water_supply/water_flow_duration,compartment/window_position_lee_side,compartment/window_position_wind_side,compartment/heating_lower_circuit/pipe_temperature,delta_mass_24h
2024-09-02 22:00:00,,,21.0,1.42,425.0,0.0,7.813333333333333,0.23566666666666666,22.94333333333333,0.0057,1e-10,1e-10,0.1,0.2,30.0,100.0,99.7,30.5,
2024-09-02 22:10:00,,,21.0,1.42,429.5,0.0,7.8066666666666675,0.23533333333333337,22.861666666666665,0.00522,1e-10,1e-10,0.1,0.2,30.0,100.0,99.7,29.700000000000003,
2024-09-02 22:20:00,,,21.1,1.3599999999999999,427.5,0.0,7.793333333333333,0.235,22.790000000000003,0.00471,1e-10,1e-10,0.1,0.2,30.0,100.0,99.7,28.950000000000003,
2024-09-02 22:30:00,,,21.2,1.245,432.5,0.0,7.773333333333333,0.2343333333333333,22.721666666666668,0.0044399999999999995,1e-10,1e-10,0.1,0.2,30.0,79.95,77.65,28.6,
2024-09-02 22:40:00,,,21.3,1.16,436.0,0.0,7.78,0.23433333333333337,22.671666666666667,0.0054899999999998995,1e-10,1e-10,0.1,0.2,30.0,27.299999999999997,17.2,30.45,
2024-09-02 22:50:00,,,21.55,1.0550000000000002,436.5,0.0,7.781666666666666,0.23416666666666666,22.638333333333335,0.00704999999999995,1e-10,1e-10,0.1,0.2,30.0,15.45,5.35,33.3,
2024-09-02 23:00:00,,,21.75,1.01,435.5,0.0,7.7683333333333335,0.23366666666666666,22.616666666666664,0.00698999999999995,1e-10,1e-10,0.1,0.2,30.0,10.2,0.0,33.4,
2024-09-02 23:10:00,,,21.9,1.05,438.5,0.0,7.761666666666668,0.2335,22.603333333333335,0.00744,1e-10,1e-10,0.1,0.2,30.0,10.2,0.0,34.3,
2024-09-02 23:20:00,,,22.05,1.045,440.0,0.0,7.7683333333333335,0.23299999999999998,22.593333333333334,0.00800999999999995,1e-10,1e-10,0.1,0.2,30.0,17.0,7.0,35.4,
2024-09-02 23:30:00,,,22.15,1.1,446.5,0.0,7.766666666666667,0.23299999999999998,22.603333333333335,0.00756,1e-10,1e-10,0.1,0.2,30.0,22.4,13.05,34.75,
2024-09-02 23:40:00,,,22.1,1.17,444.5,0.0,7.760000000000001,0.23299999999999998,22.61,0.00716999999999995,1e-10,1e-10,0.1,0.2,30.0,42.1,32.75,34.05,
2024-09-02 23:50:00,,,22.15,1.14,446.5,0.0,7.766666666666667,0.23283333333333334,22.608333333333334,0.00656999999999995,1e-10,1e-10,0.1,0.2,30.0,26.650000000000002,17.25,33.099999999999994,
2024-09-03 00:00:00,,,22.2,1.08,445.5,0.0,7.753333333333333,0.23266666666666666,22.62,0.0058799999999999495,1e-10,1e-10,0.1,0.2,30.0,25.6,16.25,32.0,
2024-09-03 00:10:00,,,22.15,1.03,456.5,0.0,7.766666666666667,0.23266666666666666,22.61,0.00624,1e-10,1e-10,0.1,0.2,30.0,59.3,49.3,32.55,
2024-09-03 00:20:00,,,21.95,1.0,448.5,0.0,7.756666666666667,0.23266666666666666,22.593333333333334,0.00821999999999995,1e-10,1e-10,0.1,0.2,30.0,59.9,49.9,35.65,
2024-09-03 00:30:00,,,21.9,1.0750000000000002,451.5,0.0,7.756666666666668,0.2323333333333333,22.561666666666667,0.0081,1e-10,1e-10,0.1,0.2,15.0,64.6,55.8,35.4,
2024-09-03 00:40:00,,,21.75,1.19,454.0,0.0,7.75,0.2325,22.53333333333333,0.00743999999999995,1e-10,1e-10,0.1,0.2,0.0,59.9,49.9,34.15,
2024-09-03 00:50:00,,,21.6,1.21,461.5,0.0,7.751666666666666,0.2323333333333333,22.486666666666665,0.00773999999999995,1e-10,1e-10,0.1,0.2,0.0,71.8,80.7,34.5,
2024-09-03 01:00:00,,,21.5,1.26,460.5,0.0,7.746666666666667,0.2326666666666667,22.441666666666666,0.008099999999999951,1e-10,1e-10,0.1,0.2,0.0,79.95,77.65,35.0,
2024-09-03 01:10:00,,,21.5,1.3,465.5,0.0,7.760000000000001,0.2323333333333333,22.393333333333334,0.00734999999999995,1e-10,1e-10,0.1,0.2,0.0,64.6,55.8,33.75,
2024-09-03 01:20:00,,,21.4,1.28,469.5,0.0,7.743333333333333,0.23199999999999998,22.345,0.0066899999999999,1e-10,1e-10,0.1,0.2,0.0,59.9,49.9,32.55,
2024-09-03 01:30:00,,,21.35,1.21,466.0,0.0,7.738333333333333,0.23266666666666666,22.290000000000003,0.00602999999999995,1e-10,1e-10,0.1,0.2,0.0,59.9,49.9,31.4,
2024-09-03 01:40:00,,,21.2,1.13,465.5,0.0,7.741666666666667,0.2323333333333333,22.238333333333333,0.00558,1e-10,1e-10,0.1,0.2,0.0,59.9,49.9,30.5,
2024-09-03 01:50:00,,,21.0,1.0550000000000002,463.5,0.0,7.738333333333332,0.23233333333333336,22.186666666666667,0.0063599999999999005,1e-10,1e-10,0.1,0.2,0.0,40.6,30.6,31.599999999999998,
2024-09-03 02:00:00,,,21.15,1.005,473.0,0.0,7.751666666666666,0.2323333333333333,22.126666666666665,0.00792,1e-10,1e-10,0.1,0.2,0.0,44.5,35.15,34.35,
2024-09-03 02:10:00,,,21.1,1.0550000000000002,468.5,0.0,7.72,0.232,22.073333333333334,0.0088799999999999,1e-10,1e-10,0.1,0.2,0.0,66.15,61.1,35.9,
2024-09-03 02:20:00,,,21.15,1.1600000000000001,474.0,0.0,7.72,0.23183333333333334,22.031666666666666,0.00842999999999995,1e-10,1e-10,0.1,0.2,0.0,89.45,99.7,35.2,
2024-09-03 02:30:00,,,21.15,1.205,475.0,0.0,7.728333333333334,0.23216666666666666,21.988333333333333,0.00801,1e-10,1e-10,0.1,0.2,0.0,59.1,52.35,34.5,
2024-09-03 02:40:00,,,21.2,1.21,479.0,0.0,7.726666666666667,0.23183333333333334,21.968333333333334,0.00729,1e-10,1e-10,0.1,0.2,0.0,59.3,49.3,33.35,
2024-09-03 02:50:00,,,21.1,1.165,483.5,0.0,7.715000000000001,0.23199999999999998,21.939999999999998,0.0066299999999999,1e-10,1e-10,0.1,0.2,0.0,59.3,49.3,32.15,
2024-09-03 03:00:00,,,21.2,1.06,487.5,0.0,7.7250000000000005,0.23183333333333334,21.916666666666668,0.006,1e-10,1e-10,0.1,0.2,0.0,61.8,52.4,31.2,
2024-09-03 03:10:00,,,21.2,0.99,494.0,0.0,7.721666666666667,0.2315,21.90833333333333,0.00729,1e-10,1e-10,0.1,0.2,0.0,74.3,83.80000000000001,33.35,
2024-09-03 03:20:00,,,21.15,0.9450000000000001,504.0,0.0,7.733333333333333,0.2313333333333333,21.888333333333332,0.00893999999999995,1e-10,1e-10,0.1,0.2,0.0,100.0,99.7,36.05,
2024-09-03 03:30:00,,,21.2,1.0350000000000001,508.5,0.0,7.703333333333333,0.23099999999999998,21.863333333333333,0.00867,1e-10,1e-10,0.1,0.2,0.0,100.0,99.7,35.650000000000006,
2024-09-03 03:40:00,,,21.3,1.105,507.5,0.0,7.718333333333334,0.23099999999999998,21.84833333333333,0.00828,1e-10,1e-10,0.1,0.2,0.0,100.0,99.7,35.1,
2024-09-03 03:50:00,,,21.3,1.2,514.0,0.0,7.706666666666667,0.23099999999999998,21.84166666666667,0.00791999999999995,1e-10,1e-10,0.1,0.2,0.0,100.0,99.7,34.5,
2024-09-03 04:00:00,,,20.95,1.21,507.0,0.0,7.7250000000000005,0.23066666666666666,21.813333333333333,0.00783,1e-10,1e-10,0.1,0.2,0.0,100.0,99.7,34.0,
2024-09-03 04:10:00,,,20.8,1.18,507.5,0.0,7.706666666666667,0.23116666666666666,21.766666666666666,0.00731999999999995,1e-10,1e-10,0.1,0.2,0.0,99.7,100.0,33.0,
2024-09-03 04:20:00,,,20.7,1.165,494.5,0.0,7.708333333333333,0.23116666666666666,21.71666666666667,0.00663,1e-10,1e-10,0.1,0.2,0.0,99.7,100.0,31.75,
2024-09-03 04:30:00,,,20.7,1.13,497.5,0.0,7.7250000000000005,0.23099999999999998,21.673333333333336,0.006840000000000001,1e-10,1e-10,0.1,0.2,0.0,99.7,100.0,32.1,
2024-09-03 04:40:00,,,20.6,1.08,490.5,0.0,7.715000000000001,0.23099999999999998,21.633333333333336,0.007589999999999949,1e-10,1e-10,0.1,0.2,0.0,99.7,100.0,33.25,
2024-09-03 04:50:00,,,20.5,1.07,500.0,1.0,7.703333333333333,0.23116666666666666,21.598333333333333,0.00816,1e-10,1e-10,0.1,0.2,0.0,99.7,100.0,34.1,
2024-09-03 05:00:00,,,20.5,1.15,502.0,5.0,8.198333333333332,0.2503333333333333,21.543333333333333,0.00791999999999995,1e-10,1e-10,0.1,0.2,1.0,49.85,50.0,33.7,
2024-09-03 05:10:00,,,20.75,1.25,504.0,10.5,8.629999999999999,0.27016666666666667,21.513333333333335,0.00756,1e-10,1e-10,0.1,0.2,1.0,99.7,100.0,33.35,
2024-09-03 05:20:00,,,20.95,1.355,507.0,18.0,8.604999999999999,0.2705,21.51,0.00729,1e-10,1e-10,0.1,0.2,1.0,99.7,100.0,33.1,
2024-09-03 05:30:00,,,21.25,1.4449999999999998,504.5,18.0,8.603333333333333,0.27016666666666667,21.546666666666667,0.00689999999999995,1e-10,1e-10,0.1,0.2,1.0,51.3,41.3,32.75,
2024-09-03 05:40:00,,,21.55,1.505,513.5,17.5,8.583333333333334,0.2698333333333333,21.603333333333335,0.0062399999999999504,1e-10,1e-10,0.1,0.2,1.0,15.45,5.35,31.950000000000003,
2024-09-03 05:50:00,,,21.8,1.47,501.5,16.5,8.573333333333332,0.26966666666666667,21.675,0.00551999999999995,1e-10,1e-10,0.1,0.2,1.0,25.6,16.25,31.0,
2024-09-03 06:00:00,,,21.7,1.4249999999999998,505.5,13.5,8.578333333333333,0.269,21.718333333333334,0.00603,1e-10,1e-10,0.1,0.2,1.0,54.0,44.0,31.75,
2024-09-03 06:10:00,,,21.65,1.47,495.5,39.0,8.57,0.2688333333333333,21.764999999999997,0.00926999999999995,1e-10,1e-10,0.1,0.2,1.0,56.099999999999994,46.099999999999994,37.099999999999994,
